Pariticipant,Topic,Goal,Stage.of.Analysis,Mention,Decision,Strategy,Reason,Impact,Threat.to.Validity,Need
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Tell a simplified compelling story when the data seems to support that interpretation with relative certainty,Reduce,Limited time and attention,Indirect,"Burying the lead on potential problems in uncertain data can lead to terrible consequences (e.g., the Challenger explosion)",
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Bury interesting use cases and highlight problems when potential risks and uncertainty are high,Acknowledge,Caution,Indirect,,
11,Use of head mounted displays for military training,Determine whether head mounted displays and associated training media are a good investment for the Navy,Communication,Firsthand,Give the basic information required to get the decision made because sometimes moving things forward is the most important thing to do,Reduce,Limited time and attention,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,"Reference Cooper, Hedges, Valentine (2008) for best practices in meta-analysis",Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Use CMA softare for meta-analysis,Reduce,Preference,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Use Metafor package in R for meta-analysis,Reduce,Preference,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Use inter-class correlation coefficient to model outcomes,Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Use Hedges’ correction for clusted observations based on correlation coefficients,Reduce,Comprehensiveness,Direct,"Hedges’ correction is distributed by email in an Excel spreadsheet, not openly available",
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Base Hedges’ correction for clustered observations on correlations from Math education literature (probably not a reasonable estimate for STEM in general),Suppress,Limited availability of information,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Recalculate Hedges’ correction for clustered observations based on correlations of large dataset from STEM classrooms,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Try to meta-analyze every published study with relevant data,Acknowledge,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Do databases searches with multiple permutations of search terms,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Do hand searches of relevant journals and conference proceedings,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Go through disserations looking for relevant data,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Search the gray literature,Acknowledge,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Contact listservs of STEM eductation researchers for data,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Post online solicitations for unpublished datasets,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Use funnel plots to check for publication bias in sample,Acknowledge,Caution,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Conduct sensitivity analyses to see if publication bias is substantially impacting effect size estimates,Acknowledge,Caution,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Control for student ability when studying learning gains,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Use meta-regression with raw data to test moderating effect of student ability on the impact of active learning on student outcomes,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Hypothetical,Interpret regression coefficients differently when there are different parameters in a model,Acknowledge,Conceptual clarity,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,"Operationalize failure as a D, F, or withdrawal",Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Communicate effect sizes as Hedges’ g,Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Operationalize teaching as “crude binary” of active vs passive learning,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Contextualize effect size in comparison to threshold necessary for policy change in K-12 education,Reduce,Ease of understanding,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Convert Hedges’ g to percent change in grades to communicate to educators,Reduce,Ease of understanding,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,"Convert log-odds to relative risk, percent different, and a number of other things to make it more interpretable to a broad audience",Reduce,Ease of understanding,Indirect,People struggle to interpret log-odds outside of biomedial audiences,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Publish funnel plot,Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Publish forest plot with all studies,Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Include slope plot of effect of active learning per study in supplemental materials,Reduce,Preference,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Separate study-by-study effects in forest plot so that different teaching disciplines are grouped together because teachers want to see things for their field,Reduce,Ease of understanding,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,"Publish Lipsey and Wilson table of summary statistics, including heterogeneity statistics",Reduce,Standard practice,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Show histogram of failure rates per study in sample,Reduce,Ease of understanding,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Communication,Firsthand,Show kernel density plot of failure rates per study in both active learning and traditional lecturing conditions,Reduce,Ease of understanding,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Exclude studies that don't use the same exam for both active learning and traditional lecturing conditions,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Test for heterogeneity in effect sizes attributable to variation in student and instructor equivalence between experimental conditions,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,"Include all studies of active learning STEM regardless of heterogeneity in students, classroom settings, and study quality",Reduce,Research questions,Direct,Sometimes people report their methods very poorly,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Include only studies for which all data required for analysis could be retreived,Reduce,Limited alternatives,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Chase down missing data by contacting authors,Reduce,Comprehensiveness,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Include only studies of undergraduate STEM classrooms,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Include only studies with exam scores or failure rates as outcomes,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Ignore qualitative evaluations like course evaluations and student reports,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Define active learning based on crowdsources descritions from 350 educators,Reduce,Confidence through consensus,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Meta-analyze by upper- vs lower-division courses,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Meta-analysis,Firsthand,Meta-analyze by academic discipline,Reduce,Research questions,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,"Double-code, inclusion, exclusion, and each cell of coding spreadsheet",Acknowledge,Reproducibility,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Data collection,Firsthand,Do a brief and conservative first pass on exclusion criteria in order to save time in double-coding,Acknowledge,Limited time and attention,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Write a detailed study protocol and determine what variables to code before starting data collection,Acknowledge,Limited time and attention,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Only conduct meta-analysis to answer truly impactful questions,Acknowledge,Limited time and attention,Direct,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Draw on personal experience and experience of collaborators to identify important reseach questions,Acknowledge,Domain knowledge,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Use meta-analysis in order to advocate for broad changes in educational practices,Acknowledge,Comprehensiveness,Indirect,,
8,Active learning in STEM eductation,Advocate for change in curriculum ,Defining questions and objectives,Firsthand,Test hypotheses that are posed by colleagues in the form of “What about?” questions,Acknowledge,Domain knowledge,Indirect,,
